loan_amnt,installment,dti,grade
1000,37.33,19.88,D
1000,37.33,20.26,D
1000,37.33,20.44,D
1000,37.33,20.5,D
1000,37.33,25.03,D
1000,37.33,26.76,D
1000,37.33,27.17,D
1000,37.33,32.46,D
1000,37.37,2,D
1000,37.37,2.93,D
1000,37.37,5.69,D
1000,37.37,7.19,D
1000,37.37,7.89,D
1000,37.37,9.02,D
1000,37.37,9.95,D
1000,37.37,10.97,D
1000,37.37,11.03,D
1000,37.37,11.23,D
1000,37.37,11.31,D
1000,37.37,11.8,D
1000,37.37,12.05,D
1000,37.37,12.11,D
1000,37.37,12.63,D
1000,37.37,12.69,D
1000,37.37,12.75,D
1000,37.37,13.55,D
1000,37.37,13.73,D
1000,37.37,13.8,D
1000,37.37,14.18,D
1000,37.37,16.25,D
1000,37.37,16.87,D
1000,37.37,17.55,D
1000,37.37,17.81,D
1000,37.37,18,D
1000,37.37,19.25,D
1000,37.37,20.07,D
1000,37.37,20.45,D
1000,37.37,20.53,D
1000,37.37,20.97,D
1000,37.37,24.62,D
1000,37.37,25.5,D
1000,37.37,26.15,D
1000,37.37,27.8,D
1000,37.37,28.85,D
1000,37.37,29.24,D
1000,37.37,30.56,D
1000,37.37,33.46,D
1000,37.37,38.01,D
1000,37.37,117.29,D
1000,37.42,4.46,E
1000,37.42,7.31,E
1000,37.42,8.77,E
1000,37.42,8.8,E
1000,37.42,12.41,E
1000,37.42,12.54,E
1000,37.42,14.06,E
1000,37.42,14.22,E
1000,37.42,16.14,E
1000,37.42,18.08,E
1000,37.42,19.03,E
1000,37.42,25.97,E
1000,37.42,33.42,E
1000,37.42,33.51,E
1000,37.55,13.53,E
1000,37.55,22.77,E
1000,37.55,23.44,E
1000,37.55,23.71,E
1000,37.55,31.43,E
1000,37.55,35.86,E
1000,37.55,35.93,E
1000,37.58,20.4,E
1000,37.62,1.1,D
1000,37.62,5.66,D
1000,37.62,6.53,D
1000,37.62,6.7,D
1000,37.62,7.62,D
1000,37.62,8.3,D
1000,37.62,8.77,D
1000,37.62,9.28,D
1000,37.62,9.5,D
1000,37.62,9.9,D
1000,37.62,9.97,D
1000,37.62,9.98,D
1000,37.62,10.06,D
1000,37.62,10.42,D
1000,37.62,10.61,D
1000,37.62,11.22,D
1000,37.62,12.2,D
1000,37.62,12.45,D
1000,37.62,12.58,D
1000,37.62,13.76,D
1000,37.62,14.23,D
1000,37.62,16.57,D
1000,37.62,16.73,D
1000,37.62,17.35,D
1000,37.62,18.75,D
1000,37.62,18.99,D
1000,37.62,19.31,D
1000,37.62,20.37,D
1000,37.62,20.85,D
1000,37.62,21,D
1000,37.62,21.07,D
1000,37.62,21.47,D
1000,37.62,21.73,D
1000,37.62,21.98,D
1000,37.62,22.54,D
1000,37.62,24.58,D
1000,37.62,26,D
1000,37.62,26.14,D
1000,37.62,27.65,D
1000,37.62,28.46,D
1000,37.62,31,D
1000,37.62,35.03,D
1000,37.62,35.13,D
1000,37.62,37.38,D
1000,37.62,45.1,D
1000,37.62,56.28,D
1000,37.67,10.24,E
1000,37.67,10.53,E
1000,37.67,12.76,E
1000,37.67,16.43,E
1000,37.67,20.88,E
1000,37.67,25.56,E
1000,37.67,27.15,E
1000,37.67,28.67,E
1000,37.67,32.79,E
1000,37.67,39.66,E
1000,37.68,17.91,E
1000,37.68,20.02,E
1000,37.68,21.32,E
1000,37.68,23.4,E
1000,37.68,24.12,E
1000,37.68,25.12,E
1000,37.68,29.88,E
1000,37.76,4.1,E
1000,37.76,10.36,E
1000,37.76,13.03,E
1000,37.76,17.03,E
1000,37.76,17.97,E
1000,37.76,19.65,E
1000,37.76,20.86,E
1000,37.76,24.91,E
1000,37.77,1.43,E
1000,37.77,2.76,E
1000,37.77,8.64,E
1000,37.77,16.87,E
1000,37.77,22.05,E
1000,37.77,22.3,E
1000,37.77,22.47,E
1000,37.77,22.73,E
1000,37.77,31.11,E
1000,37.77,38.79,E
1000,37.91,1.67,D
1000,37.91,2.26,D
1000,37.91,3.28,D
1000,37.91,4.52,D
1000,37.91,4.72,D
1000,37.91,4.8,D
1000,37.91,5.1,D
1000,37.91,6.15,D
1000,37.91,6.29,D
1000,37.91,6.35,D
1000,37.91,6.48,D
1000,37.91,7.05,D
1000,37.91,8.85,D
1000,37.91,9.31,D
1000,37.91,9.61,D
1000,37.91,10.56,D
1000,37.91,10.75,D
1000,37.91,10.89,D
1000,37.91,11.44,D
1000,37.91,11.61,D
1000,37.91,11.91,D
1000,37.91,12.27,D
1000,37.91,12.47,D
1000,37.91,12.6,D
1000,37.91,12.77,D
1000,37.91,13.31,D
1000,37.91,13.6,D
1000,37.91,14.36,D
1000,37.91,15.46,D
1000,37.91,15.97,D
1000,37.91,17.64,D
1000,37.91,17.9,D
1000,37.91,18,D
1000,37.91,18.08,D
1000,37.91,18.76,D
1000,37.91,19,D
1000,37.91,19.31,D
1000,37.91,19.51,D
1000,37.91,19.56,D
1000,37.91,19.91,D
1000,37.91,20.69,D
1000,37.91,21.05,D
1000,37.91,21.97,D
1000,37.91,21.99,D
1000,37.91,22.67,D
1000,37.91,22.88,D
1000,37.91,23.18,D
1000,37.91,23.84,D
1000,37.91,24.53,D
1000,37.91,25.52,D
1000,37.91,25.87,D
1000,37.91,27.04,D
1000,37.91,27.43,D
1000,37.91,28.32,D
1000,37.91,30.48,D
1000,37.91,31.57,D
1000,37.91,31.66,D
1000,37.91,32.15,D
1000,37.91,33.13,D
1000,37.93,6.9,D
1000,37.93,7.2,E
1000,37.93,8.27,D
1000,37.93,8.62,D
1000,37.93,8.73,E
1000,37.93,9.63,E
1000,37.93,10.93,E
1000,37.93,12,D
1000,37.93,13.31,E
1000,37.93,15.87,D
1000,37.93,16,D
1000,37.93,18.06,D
1000,37.93,20.68,E
1000,37.93,20.84,E
1000,37.93,20.99,E
1000,37.93,21.29,E
1000,37.93,22.55,D
1000,37.93,22.87,D
1000,37.93,24.68,D
1000,37.93,25.68,D
1000,37.93,28.87,E
1000,37.93,29.06,D
1000,37.93,30.7,D
1000,37.93,31.2,D
1000,37.93,31.39,D
1000,37.93,32.48,D
1000,37.93,34.74,D
1000,37.99,14.8,E
1000,37.99,20.79,E
1000,37.99,29.45,E
1000,38.02,10.87,E
1000,38.04,0.9,E
1000,38.12,3.06,D
1000,38.12,3.1,D
1000,38.12,4.4,D
1000,38.12,6.93,D
1000,38.12,8.57,D
1000,38.12,9.76,D
1000,38.12,12.97,D
1000,38.12,14.76,D
1000,38.12,15.6,D
1000,38.12,15.78,D
1000,38.12,17.02,D
1000,38.12,17.46,D
1000,38.12,17.6,D
1000,38.12,17.79,D
1000,38.12,17.92,D
1000,38.12,18.84,D
1000,38.12,19.87,D
1000,38.12,20.5,D
1000,38.12,21.73,D
1000,38.12,23.26,D
1000,38.12,23.54,D
1000,38.12,23.58,D
1000,38.12,24.26,D
1000,38.12,27.28,D
1000,38.12,29.75,D
1000,38.12,35.35,D
1000,38.12,63.04,D
1000,38.18,26.57,E
1000,38.19,1.2,E
1000,38.19,9.28,F
1000,38.19,11.4,E
1000,38.19,16.75,E
1000,38.19,18.61,E
1000,38.19,19.87,E
1000,38.19,26.93,E
1000,38.19,28.02,F
1000,38.27,17.6,E
1000,38.27,18.39,E
1000,38.27,25.78,E
1000,38.27,27.65,E
1000,38.27,29.73,E
1000,38.3,12.69,E
1000,38.3,14.28,E
1000,38.3,16.44,E
1000,38.3,17.68,E
1000,38.3,25.04,E
1000,38.38,3.43,D
1000,38.38,4.72,D
1000,38.38,6.36,D
1000,38.38,7.27,D
1000,38.38,7.67,D
1000,38.38,8.47,D
1000,38.38,9.73,D
1000,38.38,11.46,D
1000,38.38,12.61,D
1000,38.38,14.56,D
1000,38.38,15.72,D
1000,38.38,16.48,D
1000,38.38,17.3,D
1000,38.38,17.41,D
1000,38.38,17.77,D
1000,38.38,19.64,D
1000,38.38,20.2,D
1000,38.38,21.11,D
1000,38.38,21.4,D
1000,38.38,21.71,D
1000,38.38,22.06,D
1000,38.38,27.4,D
1000,38.38,27.81,D
1000,38.38,27.97,D
1000,38.38,33.75,D
1000,38.38,34.11,D
1000,38.38,39.97,D
1000,38.4,2.52,E
1000,38.4,5.17,E
1000,38.4,8.69,E
1000,38.4,9.13,E
1000,38.4,9.29,E
1000,38.4,11.61,E
1000,38.4,17.14,E
1000,38.4,19.02,E
1000,38.4,20.37,E
1000,38.4,21.85,E
1000,38.4,22.63,E
1000,38.4,23.8,E
1000,38.4,25.36,E
1000,38.4,25.41,E
1000,38.4,26.25,E
1000,38.4,31.1,E
1000,38.4,32.21,E
1000,38.43,4.8,E
1000,38.43,22.84,E
1000,38.43,26.07,E
1000,38.44,3.4,E
1000,38.44,6.6,E
1000,38.44,16.4,E
1000,38.44,16.74,E
1000,38.44,19.94,E
1000,38.44,26.23,E
1000,38.44,29.24,E
1000,38.58,0.93,E
1000,38.58,4.76,E
1000,38.58,5.58,E
1000,38.58,5.61,E
1000,38.58,6.61,E
1000,38.58,9.43,E
1000,38.58,10.39,E
1000,38.58,11.48,E
1000,38.58,14.71,E
1000,38.58,15.04,E
1000,38.58,15.76,E
1000,38.58,18.25,E
1000,38.58,24.18,E
1000,38.58,27.96,E
1000,38.58,29.27,E
1000,38.58,29.47,E
1000,38.58,30.69,E
1000,38.6,27.55,F
1000,38.66,1,E
1000,38.66,1.75,E
1000,38.66,2.4,E
1000,38.66,3.48,E
1000,38.66,6.46,E
1000,38.66,7.26,E
1000,38.66,7.44,E
1000,38.66,8.87,E
1000,38.66,9.26,E
1000,38.66,9.55,E
1000,38.66,10.56,E
1000,38.66,11.69,E
1000,38.66,12.19,E
1000,38.66,12.99,E
1000,38.66,13.28,E
1000,38.66,14.38,E
1000,38.66,14.41,E
1000,38.66,14.44,E
1000,38.66,15.14,E
1000,38.66,15.84,E
1000,38.66,15.89,E
1000,38.66,16.02,E
1000,38.66,17.52,E
1000,38.66,17.66,E
1000,38.66,17.85,E
1000,38.66,18.47,E
1000,38.66,18.69,E
1000,38.66,19.89,E
1000,38.66,22.32,E
1000,38.66,22.37,E
1000,38.66,22.51,E
1000,38.66,24.13,E
1000,38.66,24.68,E
1000,38.66,25.22,E
1000,38.66,25.65,E
1000,38.66,27.36,E
1000,38.66,32.31,E
1000,38.66,33.95,E
1000,38.66,35.56,E
1000,38.66,35.78,E
1000,38.67,1.25,E
1000,38.67,1.56,E
1000,38.67,2.31,E
1000,38.67,2.76,E
1000,38.67,3.88,E
1000,38.67,4.39,E
1000,38.67,5.28,E
1000,38.67,7.84,E
1000,38.67,11.47,E
1000,38.67,12.12,E
1000,38.67,12.24,E
1000,38.67,12.27,E
1000,38.67,12.88,E
1000,38.67,13.36,E
1000,38.67,13.37,E
1000,38.67,13.56,E
1000,38.67,16.57,E
1000,38.67,17.85,E
1000,38.67,19.74,E
1000,38.67,23.79,E
1000,38.67,23.9,E
1000,38.67,26.66,E
1000,38.67,29.27,E
1000,38.67,29.42,E
1000,38.67,30.64,E
1000,38.67,31.84,E
1000,38.67,35.31,E
1000,38.67,35.33,E
1000,38.67,35.36,E
1000,38.67,35.71,E
1000,38.67,36.9,E
1000,38.67,39.55,E
1000,38.69,0.9,F
1000,38.69,13.75,F
1000,38.69,19.12,F
1000,38.69,19.6,F
1000,38.69,21.94,F
1000,38.71,21.9,F
1000,38.71,30.4,F
1000,38.71,31.54,F
1000,38.77,7.96,E
1000,38.77,11.64,E
1000,38.77,13.37,E
1000,38.78,1.71,F
1000,38.78,4.78,F
1000,38.78,15.19,F
1000,38.78,15.67,F
1000,38.78,36.16,F
1000,38.86,2.55,F
1000,38.86,13.14,F
1000,38.86,15.29,F
1000,38.86,16,F
1000,38.88,20.31,E
1000,38.92,0,E
1000,38.92,0.02,E
1000,38.92,1,E
1000,38.92,1.13,E
1000,38.92,1.15,E
1000,38.92,1.22,E
1000,38.92,1.4,E
1000,38.92,1.5,E
1000,38.92,1.62,E
1000,38.92,1.71,E
1000,38.92,1.8,E
1000,38.92,2.43,E
1000,38.92,2.47,E
1000,38.92,2.61,E
1000,38.92,2.64,E
1000,38.92,2.73,E
1000,38.92,2.88,E
1000,38.92,2.95,E
1000,38.92,3,E
1000,38.92,3.07,E
1000,38.92,3.13,E
1000,38.92,3.31,E
1000,38.92,3.81,E
1000,38.92,4.46,E
1000,38.92,4.72,E
1000,38.92,5.58,E
1000,38.92,5.63,E
1000,38.92,5.67,E
1000,38.92,5.89,E
1000,38.92,5.98,E
1000,38.92,6,E
1000,38.92,6.04,E
1000,38.92,6.07,E
1000,38.92,6.74,E
1000,38.92,6.88,E
1000,38.92,6.93,E
1000,38.92,6.98,E
1000,38.92,7.16,E
1000,38.92,7.32,E
1000,38.92,7.44,E
1000,38.92,7.49,E
1000,38.92,8.11,E
1000,38.92,8.76,E
1000,38.92,8.8,E
1000,38.92,8.86,E
1000,38.92,8.99,E
1000,38.92,9.05,E
1000,38.92,9.38,E
1000,38.92,9.52,E
1000,38.92,9.58,E
1000,38.92,9.62,E
1000,38.92,9.65,E
1000,38.92,9.9,E
1000,38.92,10.18,E
1000,38.92,10.39,E
1000,38.92,10.43,E
1000,38.92,10.49,E
1000,38.92,10.5,E
1000,38.92,10.56,E
1000,38.92,10.68,E
1000,38.92,10.88,E
1000,38.92,11.04,E
1000,38.92,11.13,E
1000,38.92,11.4,E
1000,38.92,11.58,E
1000,38.92,11.78,E
1000,38.92,11.88,E
1000,38.92,12.17,E
1000,38.92,12.24,E
1000,38.92,12.35,E
1000,38.92,12.37,E
1000,38.92,12.54,E
1000,38.92,12.55,E
1000,38.92,12.66,E
1000,38.92,12.91,E
1000,38.92,13.15,E
1000,38.92,13.47,E
1000,38.92,13.67,E
1000,38.92,13.8,E
1000,38.92,13.87,E
1000,38.92,14.16,E
1000,38.92,14.47,E
1000,38.92,14.65,E
1000,38.92,14.93,E
1000,38.92,14.94,E
1000,38.92,15.25,E
1000,38.92,15.31,E
1000,38.92,15.33,E
1000,38.92,15.36,E
1000,38.92,15.42,E
1000,38.92,15.62,E
1000,38.92,15.96,E
1000,38.92,16.03,E
1000,38.92,16.77,E
1000,38.92,16.87,E
1000,38.92,17.11,E
1000,38.92,17.14,E
1000,38.92,17.25,E
1000,38.92,17.47,E
1000,38.92,17.63,E
1000,38.92,17.83,E
1000,38.92,17.85,E
1000,38.92,17.91,E
1000,38.92,18.03,E
1000,38.92,18.04,E
1000,38.92,18.06,E
1000,38.92,18.51,E
1000,38.92,18.53,E
1000,38.92,18.88,E
1000,38.92,18.98,E
1000,38.92,19.03,E
1000,38.92,19.51,E
1000,38.92,19.52,E
1000,38.92,19.64,E
1000,38.92,19.68,E
1000,38.92,19.85,E
1000,38.92,19.92,E
1000,38.92,20.05,E
1000,38.92,20.12,E
1000,38.92,20.53,E
1000,38.92,20.78,E
1000,38.92,20.86,E
1000,38.92,20.95,E
1000,38.92,21.14,E
1000,38.92,21.46,E
1000,38.92,21.8,E
1000,38.92,22,E
1000,38.92,22.22,E
1000,38.92,22.26,E
1000,38.92,22.35,E
1000,38.92,22.69,E
1000,38.92,22.8,E
1000,38.92,23.8,E
1000,38.92,24.1,E
1000,38.92,24.11,E
1000,38.92,24.15,E
1000,38.92,24.17,E
1000,38.92,24.32,E
1000,38.92,24.37,E
1000,38.92,25.21,E
1000,38.92,25.22,E
1000,38.92,25.52,E
1000,38.92,26.59,E
1000,38.92,26.93,E
1000,38.92,27.25,E
1000,38.92,27.36,E
1000,38.92,27.54,E
1000,38.92,27.56,E
1000,38.92,27.76,E
1000,38.92,27.84,E
1000,38.92,27.98,E
1000,38.92,28,E
1000,38.92,28.38,E
1000,38.92,28.42,E
1000,38.92,28.45,E
1000,38.92,28.71,E
1000,38.92,29.19,E
1000,38.92,29.55,E
1000,38.92,29.56,E
1000,38.92,29.6,E
1000,38.92,29.92,E
1000,38.92,30.07,E
1000,38.92,30.11,E
1000,38.92,30.59,E
1000,38.92,30.85,E
1000,38.92,31.4,E
1000,38.92,31.96,E
1000,38.92,32.32,E
1000,38.92,32.55,E
1000,38.92,33.13,E
1000,38.92,33.95,E
1000,38.92,34.2,E
1000,38.92,34.84,E
1000,38.92,34.85,E
1000,38.92,35.3,E
1000,38.92,36.4,E
1000,38.92,36.45,E
1000,38.92,37.15,E
1000,38.92,37.38,E
1000,38.92,37.43,E
1000,38.92,37.88,E
1000,38.92,37.96,E
1000,38.92,39.76,E
1000,38.92,61.42,E
1000,38.94,7.35,F
1000,38.94,10.67,F
1000,38.94,11.26,F
1000,38.94,11.34,F
1000,38.94,14.17,F
1000,38.94,15.64,F
1000,38.94,16.21,F
1000,38.94,16.31,F
1000,38.94,16.55,F
1000,38.94,17.34,F
1000,38.94,18.24,F
1000,38.94,19.24,F
1000,38.94,19.82,F
1000,38.94,19.84,F
1000,38.94,20.1,F
1000,38.94,22.07,F
1000,38.94,25.3,F
1000,38.94,25.53,F
1000,38.94,27.02,F
1000,38.98,4.36,F
1000,39.04,3.6,F
1000,39.04,5.09,F
1000,39.04,14.03,F
1000,39.04,17.72,F
1000,39.04,22.88,F
1000,39.08,6.22,F
1000,39.08,10.49,F
1000,39.08,12.27,F
1000,39.08,12.92,F
1000,39.08,16.24,F
1000,39.08,16.63,F
1000,39.08,18.25,F
1000,39.08,18.56,F
1000,39.08,19.1,F
1000,39.08,19.4,F
1000,39.08,23.7,F
1000,39.17,0,E
1000,39.17,1.35,E
1000,39.17,1.8,E
1000,39.17,1.89,E
1000,39.17,2.25,E
1000,39.17,2.4,E
1000,39.17,3,E
1000,39.17,3.18,E
1000,39.17,3.53,E
1000,39.17,3.89,E
1000,39.17,4.44,E
1000,39.17,4.5,E
1000,39.17,4.7,E
1000,39.17,5.35,E
1000,39.17,6.39,E
1000,39.17,6.6,E
1000,39.17,7.99,E
1000,39.17,8.6,E
1000,39.17,8.71,E
1000,39.17,8.77,E
1000,39.17,8.8,E
1000,39.17,9.34,E
1000,39.17,9.99,E
1000,39.17,10.96,E
1000,39.17,11.07,E
1000,39.17,11.23,E
1000,39.17,11.32,E
1000,39.17,11.65,E
1000,39.17,11.75,E
1000,39.17,12.1,E
1000,39.17,12.86,E
1000,39.17,13.5,E
1000,39.17,13.81,E
1000,39.17,14.05,E
1000,39.17,14.91,E
1000,39.17,14.92,E
1000,39.17,15.13,E
1000,39.17,15.18,E
1000,39.17,15.24,E
1000,39.17,15.94,E
1000,39.17,16.01,E
1000,39.17,16.15,E
1000,39.17,16.63,E
1000,39.17,17.38,E
1000,39.17,17.64,E
1000,39.17,18.63,E
1000,39.17,18.84,E
1000,39.17,18.9,E
1000,39.17,19.11,E
1000,39.17,19.16,E
1000,39.17,19.4,E
1000,39.17,19.52,E
1000,39.17,19.63,E
1000,39.17,19.91,E
1000,39.17,20.1,E
1000,39.17,20.58,E
1000,39.17,20.6,E
1000,39.17,20.67,E
1000,39.17,20.69,E
1000,39.17,20.91,E
1000,39.17,21.09,E
1000,39.17,21.21,E
1000,39.17,21.3,E
1000,39.17,22.04,E
1000,39.17,22.39,E
1000,39.17,22.72,E
1000,39.17,22.85,E
1000,39.17,24,E
1000,39.17,24.17,E
1000,39.17,26.31,E
1000,39.17,27.52,E
1000,39.17,27.96,E
1000,39.17,28.76,E
1000,39.17,29.31,E
1000,39.17,29.86,E
1000,39.17,30.63,E
1000,39.17,33.43,E
1000,39.17,34.87,E
1000,39.17,35.75,E
1000,39.17,35.89,E
1000,39.17,37.86,E
1000,39.17,38.04,E
1000,39.17,39.33,E
1000,39.17,43.07,E
1000,39.23,2.81,E
1000,39.23,4.08,E
1000,39.23,4.29,E
1000,39.23,8.88,E
1000,39.23,17.06,E
1000,39.23,17.13,E
1000,39.23,18.77,E
1000,39.23,19.34,E
1000,39.23,20.16,F
1000,39.23,21.4,E
1000,39.23,23.91,E
1000,39.23,25.02,E
1000,39.23,30.59,F
1000,39.23,32.33,E
1000,39.23,32.62,E
1000,39.23,33.03,E
1000,39.23,33.45,E
1000,39.28,27.33,F
1000,39.28,31.68,F
1000,39.28,33.99,F
1000,39.3,3.23,F
1000,39.3,33.56,F
1000,39.43,0,E
1000,39.43,0.5,E
1000,39.43,0.94,E
1000,39.43,0.97,E
1000,39.43,1.34,E
1000,39.43,1.49,E
1000,39.43,2.05,E
1000,39.43,2.15,E
1000,39.43,2.63,E
1000,39.43,2.7,E
1000,39.43,2.85,E
1000,39.43,3.04,E
1000,39.43,3.14,E
1000,39.43,3.18,E
1000,39.43,3.47,E
1000,39.43,3.6,E
1000,39.43,3.95,E
1000,39.43,4,E
1000,39.43,5.14,E
1000,39.43,5.5,E
1000,39.43,5.84,E
1000,39.43,6.29,E
1000,39.43,6.51,E
1000,39.43,6.56,E
1000,39.43,6.66,E
1000,39.43,6.9,E
1000,39.43,7,E
1000,39.43,7.25,E
1000,39.43,7.54,E
1000,39.43,8.03,E
1000,39.43,8.34,E
1000,39.43,8.38,E
1000,39.43,8.4,E
1000,39.43,8.59,E
1000,39.43,8.69,E
1000,39.43,8.87,E
1000,39.43,9,E
1000,39.43,9.56,E
1000,39.43,9.8,E
1000,39.43,9.94,E
1000,39.43,9.98,E
1000,39.43,10.25,E
1000,39.43,10.62,E
1000,39.43,10.66,E
1000,39.43,10.75,E
1000,39.43,10.8,E
1000,39.43,10.87,E
1000,39.43,11.11,E
1000,39.43,11.22,E
1000,39.43,11.7,E
1000,39.43,12.1,E
1000,39.43,12.8,E
1000,39.43,12.89,E
1000,39.43,13.06,E
1000,39.43,13.15,E
1000,39.43,13.67,E
1000,39.43,13.91,E
1000,39.43,14.17,E
1000,39.43,14.56,E
1000,39.43,14.59,E
1000,39.43,15.04,E
1000,39.43,15.11,E
1000,39.43,15.18,E
1000,39.43,15.19,E
1000,39.43,15.2,E
1000,39.43,15.27,E
1000,39.43,15.32,E
1000,39.43,15.41,E
1000,39.43,15.65,E
1000,39.43,15.68,E
1000,39.43,15.79,E
1000,39.43,15.94,E
1000,39.43,16.08,E
1000,39.43,16.21,E
1000,39.43,16.36,E
1000,39.43,16.54,E
1000,39.43,16.68,E
1000,39.43,16.9,E
1000,39.43,17.14,E
1000,39.43,17.24,E
1000,39.43,17.31,E
1000,39.43,17.35,E
1000,39.43,17.46,E
1000,39.43,17.51,E
1000,39.43,17.78,E
1000,39.43,17.85,E
1000,39.43,17.87,E
1000,39.43,18.35,E
1000,39.43,18.65,E
1000,39.43,18.7,E
1000,39.43,18.99,E
1000,39.43,19.01,E
1000,39.43,19.25,E
1000,39.43,19.31,E
1000,39.43,19.33,E
1000,39.43,19.42,E
1000,39.43,19.6,E
1000,39.43,19.79,E
1000,39.43,19.92,E
1000,39.43,20.27,E
1000,39.43,20.36,E
1000,39.43,20.43,E
1000,39.43,20.54,E
1000,39.43,20.71,E
1000,39.43,21.27,E
1000,39.43,21.31,E
1000,39.43,21.34,E
1000,39.43,22.67,E
1000,39.43,22.75,E
1000,39.43,22.95,E
1000,39.43,23.16,E
1000,39.43,23.37,E
1000,39.43,23.82,E
1000,39.43,24.02,E
1000,39.43,24.39,E
1000,39.43,24.6,E
1000,39.43,24.72,E
1000,39.43,25.35,E
1000,39.43,25.86,E
1000,39.43,25.88,E
1000,39.43,26.45,E
1000,39.43,26.6,E
1000,39.43,27.2,E
1000,39.43,27.93,E
1000,39.43,28.17,E
1000,39.43,28.69,E
1000,39.43,29.1,E
1000,39.43,31.68,E
1000,39.43,34.55,E
1000,39.43,34.87,E
1000,39.43,35,E
1000,39.43,35.89,E
1000,39.43,35.97,E
1000,39.43,36.45,E
1000,39.43,37.54,E
1000,39.43,38.37,E
1000,39.5,6.43,E
1000,39.5,8.27,F
1000,39.5,10.02,E
1000,39.5,10.36,F
1000,39.5,13.49,E
1000,39.5,13.69,E
1000,39.5,14.22,F
1000,39.5,15.4,F
1000,39.5,17.67,F
1000,39.5,23.96,F
1000,39.5,25.61,F
1000,39.5,26.4,E
1000,39.63,10.12,E
1000,39.63,10.91,E
1000,39.63,14,E
1000,39.63,18.16,E
1000,39.63,22.02,E
1000,39.63,27.49,E
1000,39.63,31.32,E
1000,39.68,0,E
1000,39.68,2.01,E
1000,39.68,4.79,E
1000,39.68,4.8,E
1000,39.68,6.03,E
1000,39.68,6.4,E
1000,39.68,8.57,E
1000,39.68,11.12,E
1000,39.68,11.23,E
1000,39.68,13.3,E
1000,39.68,13.39,E
1000,39.68,15.45,E
1000,39.68,17.84,E
1000,39.68,18.4,E
1000,39.68,19.51,E
1000,39.68,19.52,E
1000,39.68,19.65,E
1000,39.68,20.85,E
1000,39.68,21.94,E
1000,39.68,22.1,E
1000,39.68,22.59,E
1000,39.68,25.12,E
1000,39.68,30.12,E
1000,39.68,37.08,E
1000,39.69,1.56,E
1000,39.69,2.03,E
1000,39.69,7,E
1000,39.69,9.72,E
1000,39.69,9.75,E
1000,39.69,12.42,E
1000,39.69,16.93,E
1000,39.69,17.02,E
1000,39.69,20.65,E
1000,39.69,21.09,E
1000,39.69,22.33,E
1000,39.69,22.91,E
1000,39.69,23.64,E
1000,39.69,25.75,E
1000,39.69,25.76,E
1000,39.69,26.28,E
1000,39.69,29.38,E
1000,39.69,29.58,E
1000,39.69,30.42,E
1000,39.69,37.09,E
1000,39.69,37.88,E
1000,39.69,68.72,E
1000,39.76,7.75,F
1000,39.76,9.11,E
1000,39.76,10.91,E
1000,39.76,14.95,E
1000,39.76,22.06,E
1000,39.76,30.96,E
1000,39.76,35.67,F
1000,39.82,27.75,F
1000,39.82,43.81,F
1000,39.94,0,E
1000,39.94,0.26,E
1000,39.94,0.27,E
1000,39.94,0.9,E
1000,39.94,1.8,E
1000,39.94,2.03,E
1000,39.94,2.6,E
1000,39.94,2.62,E
1000,39.94,3,E
1000,39.94,3.48,E
1000,39.94,3.53,E
1000,39.94,4.13,E
1000,39.94,4.38,E
1000,39.94,4.87,E
1000,39.94,4.99,E
1000,39.94,5.36,E
1000,39.94,6.1,E
1000,39.94,6.24,E
1000,39.94,6.62,E
1000,39.94,6.71,E
1000,39.94,6.97,E
1000,39.94,7.22,E
1000,39.94,8.55,E
1000,39.94,8.57,E
1000,39.94,8.72,E
1000,39.94,9,E
1000,39.94,9.26,E
1000,39.94,9.64,E
1000,39.94,10.06,E
1000,39.94,10.27,E
1000,39.94,10.46,E
1000,39.94,10.61,E
1000,39.94,11.09,E
1000,39.94,11.35,E
1000,39.94,11.66,E
1000,39.94,11.83,E
1000,39.94,12.51,E
1000,39.94,12.54,E
1000,39.94,12.6,E
1000,39.94,12.78,E
1000,39.94,13.01,E
1000,39.94,13.68,E
1000,39.94,13.7,E
1000,39.94,13.84,E
1000,39.94,14.15,E
1000,39.94,14.25,E
1000,39.94,14.33,E
1000,39.94,14.46,E
1000,39.94,14.74,E
1000,39.94,14.77,E
1000,39.94,14.85,E
1000,39.94,14.91,E
1000,39.94,15.23,E
1000,39.94,15.51,E
1000,39.94,15.76,E
1000,39.94,16.11,E
1000,39.94,16.84,E
1000,39.94,17.14,E
1000,39.94,17.18,E
1000,39.94,17.6,E
1000,39.94,17.83,E
1000,39.94,18.12,E
1000,39.94,18.39,E
1000,39.94,18.78,E
1000,39.94,18.86,E
1000,39.94,19.27,E
1000,39.94,19.28,E
1000,39.94,19.94,E
1000,39.94,20.11,E
1000,39.94,20.21,E
1000,39.94,20.72,E
1000,39.94,21.01,E
1000,39.94,21.12,E
1000,39.94,21.17,E
1000,39.94,21.32,E
1000,39.94,21.8,E
1000,39.94,21.85,E
1000,39.94,22.77,E
1000,39.94,22.8,E
1000,39.94,23.62,E
1000,39.94,23.87,E
1000,39.94,24.7,E
1000,39.94,24.82,E
1000,39.94,24.84,E
1000,39.94,24.96,E
1000,39.94,25.05,E
1000,39.94,25.07,E
1000,39.94,27.95,E
1000,39.94,29.84,E
1000,39.94,30.51,E
